requested_amount_usd,application_date,request_title,screening_score,debt_to_income_text,region_code,employment_tenure_text,policy_code
2500,2009-04-15,Techo el el patio,710,19.09%,FL,4 years,0
21000,2009-04-15,A Responsible Person In Need ,703,45.04%,KS,< 1 year,0
10000,2009-04-15,Debt management isn't working ,505,21.53%,UT,< 1 year,0
1500,2009-04-15, ,,99999%,VA,6 years,0
6500,2009-04-15, ,661,31.52%,GA,10+ years,0
1000,2009-04-15,Matthew,668,13.90%,VA ,6 years,0
15000,2009-04-15,Refinance Personal loan,658,32.95%,PA,1 year,0
20000,2009-04-15, ,,99999%,NY,10+ years,0
20000,2009-04-15, ,730,27.74%,TX,3 years,0
1000,2009-04-15,bills ,548,0%,VA,1 year,0
3000,2009-04-15,medical expenses,536,0%,NY,< 1 year,0
1000,2009-04-15,loan for medical,616,4.15%,IL,1 year,0
25000,2009-04-15,$25k >BrandNew & 2nd HandClothing Shop,726,14.26%,NV,< 1 year,0
10000,2009-04-15,Working Capital Loan,669,22.94%,NY,9 years,0
15000,2009-04-15,Insurance agency Start - up,699,30.91%,IL,< 1 year,0
2000,2009-04-15,Personal Loan,483,11.29%,WI,< 1 year,0
16500,2009-04-15,Pay-off    income  taxes,494,14.09%,VA,< 1 year,0
14000,2009-04-15, ,739,22.80%,VA,2 years,0
15000,2009-04-15, ,682,47.43%,NY,4 years,0
1000,2009-04-15,billpay,484,0%,SC,< 1 year,0
15000,2009-04-15,PAYOFF LOAN,670,9.59%,PA,2 years,0
9000,2009-04-15, ,659,33.31%,OK,1 year,0
3500,2009-04-15,Lawyer,713,17.49%,CT,8 years,0
25000,2009-04-15,IVF EXPENSES,661,25.30%,CT,2 years,0
18000,2009-04-15, ,,99999%,CA,5 years,0
12500,2009-04-15, ,758,0.64%,TX,2 years,0
3500,2009-04-15,Education,610,294.59%,KY,10+ years,0
5500,2009-04-15,school loan,0,1.76%,KS,< 1 year,0
12000,2009-04-15,private student loan,661,45.96%,CA,10+ years,0
3000,2009-04-15, ,680,46.23%,TX,1 year,0
10000,2009-04-15,WANT TO PAY OFF MY CREDIT CARD,708,13.56%,CA,4 years,0
4000,2009-04-15,student loan,527,36.80%,PA,5 years,0
10000,2009-04-15,Im looking for a student loan,400,9.60%,FL,< 1 year,0
10000,2009-04-15,Debt Consolidation,649,4.58%,HI,10+ years,0
16000,2009-04-15,for school,721,12.56%,KS,< 1 year,0
14000,2009-04-15, ,757,0%,CO,< 1 year,0
5000,2009-04-15,Hardest worker never gets anywhere,537,0%,CT,< 1 year,0
25000,2009-04-15,Wendy's Debt Consolidation,694,38.95%,MD,1 year,0
5000,2009-04-15,Help with Bills,433,1.53%,CA,4 years,0
10000,2009-04-15,william donovan,499,4.30%,MA,9 years,0
1000,2009-04-15,Money for College,519,0%,TX,1 year,0
15000,2009-04-15, ,788,61.51%,CA,1 year,0
24400,2009-04-15, ,663,43.75%,NJ,1 year,0
8000,2009-04-15,Business loan,0,0%,CA,1 year,0
10000,2009-04-15,Debt consolidation,722,21.70%,GA,< 1 year,0
18000,2009-04-15,Consolidate debt,680,9.76%,WA,< 1 year,0
9000,2009-04-15,Student loan,640,3.75%,NV,< 1 year,0
6000,2009-04-15,Pay off debt,679,3.36%,MN,< 1 year,0
10000,2009-04-15, ,650,19.03%,AR,3 years,0
13000,2009-04-15,Roof and porch,656,10.76%,PA,10+ years,0
4000,2009-04-15,Private Student Loan,0,0%,MI,< 1 year,0
25000,2009-04-15,Seed Money for Development Project   ,728,17.42%,VA,8 years,0
1000,2009-04-15,personal,526,0%,WV,4 years,0
5000,2009-04-15,Health,547,6.66%,MA,1 year,0
8500,2009-04-15, ,662,33.94%,MD,10+ years,0
4500,2009-04-15,ATTORNEY FEE,,-1%,GA,10+ years,0
20000,2009-04-15, ,690,51.68%,CA,5 years,0
15000,2009-04-15, ,648,48.16%,KS,10+ years,0
2500,2009-04-15,Need retainer fee to stop adoption!,0,0%,CO,9 years,0
3000,2009-04-15,Rent/ Car,513,0%,CA,1 year,0
20000,2009-04-15,Pay off all Debt,,-1%,OH ,5 years,0
5000,2009-04-15,Help with school,,-1%,AL,< 1 year,0
25000,2009-04-15,student loan,691,0%,PA,< 1 year,0
25000,2009-04-15,"Need dependable, safe vehicle for my fam",600,20.23%,MD,4 years,0
12500,2009-04-15,Hydroponics Wholesale Store,558,21.89%,CA,10+ years,0
9900,2009-04-15,WANT TO PAY CASH FOR THE CAR,783,0%,CA,4 years,0
10000,2009-04-15,consolidation loan,576,15.25%,NV,3 years,0
2500,2009-04-15,Motorcycle purchase,532,6.41%,IL,1 year,0
1000,2009-04-15,Student Loan,512,0%,WA,2 years,0
5000,2009-04-15,college fund,556,3.08%,OK,1 year,0
2000,2009-04-15,EDUCATION LOAN,589,2.93%,MS,10+ years,0
3000,2009-04-15,Chargers Ticket Financing,744,13.38%,CA,10+ years,0
13000,2009-04-15,Consolidation loan,510,31.56%,MN,1 year,0
3000,2009-04-15,Nursing Education Loan,408,17.16%,CT,1 year,0
20000,2009-04-15,Debt Consolidation Request,,-1%,CA,1 year,0
3000,2009-04-15,Lending Angel,0,7.80%,FL,< 1 year,0
7000,2009-04-15,Car Loan,516,26.84%,TX,6 years,0
17988,2009-04-15, ,644,0.60%,OH,2 years,0
7500,2009-04-15,private,0,0%,TX,< 1 year,0
15000,2009-04-15, ,749,55.63%,FL,10+ years,0
3000,2009-04-15,Personal Loan,648,32.74%,NY,8 years,0
7000,2009-04-15,Paying Depts Off,549,0%,FL,8 years,0
3000,2009-04-15,I need to pay for college,,-1%,NY,6 years,0
1000,2009-04-15,money problems,,-1%,MN,2 years,0
10000,2009-04-15,Startup Loan,640,21.72%,TX,3 years,0
25000,2009-04-15,Konspet Enterprises,501,11.87%,CT,2 years,0
5000,2009-04-15,trying to lower my monthly payments,550,0%,CA,2 years,0
10000,2009-04-15,law school,,-1%,NJ,< 1 year,0
5000,2009-04-15,Improving my old home,687,0%,TX,3 years,0
6000,2009-04-15,Engagement,554,6.43%,MI,2 years,0
2500,2009-04-15,Law Inforcement,563,29.60%,FL,1 year,0
5000,2009-04-15,Student Loan,454,146%,MA,3 years,0
25000,2009-04-15,Child Care Center,696,52.51%,MS,2 years,0
6000,2009-04-15,Student Private Loan,660,5.40%,AL,2 years,0
20000,2009-04-15, ,805,0%,PA,< 1 year,0
1000,2009-04-15,Loan for Rent,547,4.20%,FL,< 1 year,0
25000,2009-04-15,business startup,621,9.53%,FL,1 year,0
1000,2009-04-15,Student Loan,552,0%,DE,< 1 year,0
25000,2009-04-15,School Expenses,595,31.70%,AL,< 1 year,0
6000,2009-04-15,Debt Consolidation,515,17.66%,AZ,8 years,0
20000,2009-04-15,help a wholesale bakery go retail ,597,31.48%,HI,4 years,0
7500,2009-04-15,need help to safe my credit,679,1.38%,CA,4 years,0
4000,2009-04-15,i want to go to summer school,624,189.60%,TX,< 1 year,0
1000,2009-04-15,School Loan,651,13.60%,GA,< 1 year,0
25000,2009-04-15,"GOING TO JEFFERSON STATE IN SHELBY,AL",0,0%,AL,4 years,0
3000,2009-04-15,Starving Artist,656,48000%,CO,< 1 year,0
1000,2009-04-15,Loan needed for School,,-1%,NY,< 1 year,0
1000,2009-04-15,school loan,483,44.34%,CA,< 1 year,0
4000,2009-04-15,Breast augmentation,0,0%,GA,< 1 year,0
1500,2009-04-15,Lawyer,0,0%,FL,1 year,0
7000,2009-04-15,Clearing up debt and improving credit,700,1.23%,VA,2 years,0
15000,2009-04-15, ,669,0.43%,AZ,1 year,0
14000,2009-04-15,High interest debt consolidation,542,8.44%,NJ,1 year,0
15000,2009-04-15,Trying to become a nurse.,471,20.54%,MS,1 year,0
10000,2009-04-15, ,792,69.60%,GA,2 years,0
5000,2009-04-15,One Semester left,639,15.69%,MO,2 years,0
10000,2009-04-15,NCU doctoral program,623,18.18%,FL,5 years,0
24500,2009-04-15,Consolidation,667,38.27%,MI,10+ years,0
10000,2009-04-15,debt consolidation,375,2%,NY,1 year,0
3000,2009-04-15,Student loan,420,20.70%,IL,< 1 year,0
1700,2009-04-15,AUTO LOAN,539,26.65%,AR,3 years,0
1000,2009-04-15,Student Loan,498,24.63%,VA,1 year,0
4000,2009-04-15,College Loan,433,16.47%,WI,< 1 year,0
7000,2009-04-15,Business Loan for Prior Military Officer,680,13.18%,CO,3 years,0
5000,2009-04-15,Student Loan /Work Study,496,0%,GA,< 1 year,0
10000,2009-04-15,student loan,482,0%,OH,< 1 year,0
24000,2009-04-15, ,737,27.60%,NY,1 year,0
5000,2009-04-15,Baby Girl,526,2.20%,CA,2 years,0
2000,2009-04-15,Personal,678,65.70%,CO,4 years,0
7000,2009-04-15,Going to School,532,0%,KS,< 1 year,0
4500,2009-04-15,graduate school ,558,12.49%,OH,3 years,0
1700,2009-04-15,Tuition Loan,579,9.24%,SC,10+ years,0
15000,2009-04-15,Tuttion,614,1.20%,TX,1 year,0
1200,2009-04-15,Re-establish own credit,518,17.99%,MD,3 years,0
4000,2009-04-15,student loan school,447,257.79%,TX,10+ years,0
5000,2009-04-15,loan  for  collage,,-1%,SC,< 1 year,0
5000,2009-04-15,Small Business Loan,614,10.46%,VA ,< 1 year,0
13000,2009-04-15,..,682,15.36%,NY,2 years,0
8000,2009-04-15,Credit Card Debt Elimination-,667,20.68%,MI,7 years,0
9500,2009-04-15,Khairi's first year,610,0%,NJ,4 years,0
10000,2009-04-15,Child Loan,479,17.88%,AK,< 1 year,0
15000,2009-04-15,$15K Loan Request for Debt Consolidation,601,8.20%,CA,1 year,0
5500,2009-04-15,student loan,597,120%,OH,4 years,0
25000,2009-04-15,credit card conslidation,678,21.16%,MS,4 years,0
2500,2009-04-15,For college,614,1.44%,MI,< 1 year,0
9000,2009-04-15, ,689,7%,NH,< 1 year,0
3000,2009-04-15,NEED a new computer,586,3%,OH,< 1 year,0
4200,2009-04-15,Car Loan,689,10.58%,CT,< 1 year,0
25000,2009-04-15,Credit Cards,613,20.47%,FL,2 years,0
22500,2009-04-15,Growing Technology Business,669,8.92%,NY,5 years,0
24000,2009-04-15,loan for medical bill,793,3.29%,NY,< 1 year,0
8000,2009-04-15,Car Loan,702,10.66%,NY,3 years,0
8000,2009-04-15, ,635,17.70%,GA,10+ years,0
1000,2009-04-15,Business loan 1,647,21.90%,OH,3 years,0
20000,2009-04-15, ,730,21.79%,IL,5 years,0
25000,2009-04-15,continue nursing school,624,72.68%,WV,9 years,0
2000,2009-04-15,Debt Consolidation,625,10.37%,MA,< 1 year,0
2000,2009-04-15,SCHOOL,532,0%,CO,< 1 year,0
22000,2009-04-15,New car for my wife/ family is growimg,703,9.14%,CA,3 years,0
20000,2009-04-15,I need help.,640,9717.07%,UT,< 1 year,0
25000,2009-04-15,Nursing student loan,578,45.29%,IL,< 1 year,0
25000,2009-04-15,Pay off unexpected bills,601,74.22%,GA,3 years,0
4500,2009-04-15,Consolidation,623,33.02%,AZ,6 years,0
5000,2009-04-15,College,630,12.45%,WA,3 years,0
12000,2009-04-15,Fishing Charter,566,22.85%,GA,10+ years,0
4000,2009-04-15,pay for school . get a degree !!,616,0%,WI,< 1 year,0
12000,2009-04-15,Student Loan,579,147.25%,CA,< 1 year,0
1300,2009-04-15,School Loan,489,0%,OH,1 year,0
3000,2009-04-15,E-commerce,515,4.94%,VA,6 years,0
2500,2009-04-15, ,692,1%,FL,1 year,0
25000,2009-04-15,Get out of Debt,645,10.84%,MI,1 year,0
20000,2009-04-15,Consolidate/Refinance,708,25.76%,CA,< 1 year,0
21075,2009-04-15,College Tuition,659,31.50%,IL,< 1 year,0
12000,2009-04-15, ,743,30.76%,AL,6 years,0
22000,2009-04-15,7 certifications in IT,526,14.82%,TX,3 years,0
5000,2009-04-15,sugery,557,0%,KY,8 years,0
25000,2009-04-15,investment properties,690,28.20%,TX,10+ years,0
12000,2009-04-15, ,715,27.76%,LA,10+ years,0
4000,2009-04-15,Motorcycle Loan,708,2%,CA,< 1 year,0
5000,2009-04-15,Student Loan,695,447600%,NY,< 1 year,0
8000,2009-04-15,sins of the past,529,3.23%,TX,1 year,0
1000,2009-04-15,School Loan,699,16.67%,CO,2 years,0
1300,2009-04-15,School Sucks,0,94.91%,MI,< 1 year,0
10000,2009-04-15, ,783,0%,TX,6 years,0
3000,2009-04-15,Mom going back to school,,-1%,FL,< 1 year,0
15000,2009-04-15,Consolidating debt ,628,5.96%,CA,< 1 year,0
20000,2009-04-15,Private Loan For School,564,2.61%,IL,< 1 year,0
25000,2009-04-15,ROLLIN INTO THE SLOW SEASON,592,4.17%,CA,10+ years,0
15000,2009-04-15, ,,99999%,TX,3 years,0
10000,2009-04-15,Landscaping,703,0.16%,TX,3 years,0
5500,2009-04-15, ,,99999%,AZ,2 years,0
4000,2009-04-15,summer school 2009,641,127.20%,IL,< 1 year,0
6000,2009-04-15,Student Loan for mother of 2,564,427.38%,GA,< 1 year,0
2000,2009-04-15,Root Canal No Dental Insurance ,621,48.49%,WA,< 1 year,0
12000,2009-04-15,student loan,0,0%,CA,< 1 year,0
7500,2009-04-15,Debt/Car,599,23.60%,WI,< 1 year,0
20000,2009-04-15,Need to pay off invoice,636,27.29%,MI,10+ years,0
10000,2009-04-15,Expanding Sound,469,10.68%,TX,7 years,0
5000,2009-04-15,SCHOOL LOAN,517,32.49%,FL,5 years,0
25000,2009-04-15,home,542,37.92%,KY,1 year,0
7000,2009-04-15,need help,490,0%,HI,5 years,0
5000,2009-04-15,Tuition,645,0%,CA,< 1 year,0
8000,2009-04-15,school loan,469,9.64%,DC,< 1 year,0
9900,2009-04-15,Great car for amazing deal!!,716,0.78%,CA,4 years,0
3000,2009-04-15,CJB's Freight Brokerage,486,24.82%,CA,10+ years,0
25000,2009-04-15,Law School expenses,752,182.28%,FL,1 year,0
15000,2009-04-16,Auto Loan,,-1%,CA,< 1 year,0
7000,2009-04-16,Credit Card Refinancing,699,6.19%,CA ,10+ years,0
8000,2009-04-16,Big deal!,,-1%,AZ,1 year,0
1000,2009-04-16,education,,-1%,CA,6 years,0
25000,2009-04-16,Payoff,693,32.89%,CT,10+ years,0
3000,2009-04-16,personal loan,532,1.64%,PA,< 1 year,0
2500,2009-04-16,College Fund for the Semester,572,5.46%,SC,2 years,0
18300,2009-04-16,Paying off credit cards,,-1%,IL,10+ years,0
10500,2009-04-16,,704,7.64%,DC,10+ years,0
1500,2009-04-16,Kesha,461,0%,MD,1 year,0
5000,2009-04-16,Medical Student wanting to pay off loan,593,37.20%,KY,1 year,0
20000,2009-04-16,A penny saved is a penny earned. ,574,27.80%,AL,8 years,0
2000,2009-04-16,improve my credit,409,0%,KS,2 years,0
25000,2009-04-16,salon start-up,678,6.81%,FL,4 years,0
5000,2009-04-16,For Divorce,,-1%,OH,1 year,0
5000,2009-04-16,help,,-1%,NJ,< 1 year,0
4000,2009-04-16,for college ,629,58.40%,GA,3 years,0
2000,2009-04-16,Education,458,2.52%,SC,1 year,0
15000,2009-04-16,Please help a single mom pay to go back ,0,0%,FL,< 1 year,0
10000,2009-04-16,debt consolidation,551,15.66%,MO,4 years,0
3000,2009-04-16,Tuition needed,673,67.30%,FL,3 years,0
20000,2009-04-16, ,695,25.58%,GA,10+ years,0
4000,2009-04-16,Buy a car,0,0%,AL,3 years,0
10000,2009-04-16,ccac,,-1%,PA,< 1 year,0
12000,2009-04-16,EDUCATIONAL LOAN FOR SCHOOL AND LIVNG,615,25.26%,MI,< 1 year,0
15000,2009-04-16, ,,99999%,CA ,2 years,0
3000,2009-04-16,Starting a New Career,0,0%,NY,4 years,0
3000,2009-04-16,Our house is about to be foreclosed on,635,14.42%,MA,< 1 year,0
7000,2009-04-16, ,675,45.38%,DE,2 years,0
2000,2009-04-16,please help,597,10.21%,IL,10+ years,0
20000,2009-04-16,Financing Higher Education,422,13.23%,FL,4 years,0
25000,2009-04-16,Financial restructuring,651,15.36%,FL,2 years,0
5000,2009-04-16,School Loan,608,75.80%,MI,4 years,0
25000,2009-04-16,Medical School ,718,1538400%,NY,< 1 year,0
10000,2009-04-16,"Loan for Laundromat-Downtown Orlando,FL ",606,6.34%,FL,2 years,0
7500,2009-04-16, ,648,31.68%,VA,2 years,0
4000,2009-04-16,Home payments,0,0%,OH,< 1 year,0
10000,2009-04-16,re:car financing,,-1%,GA,1 year,0
3500,2009-04-16,Loan to pay off some outstanding medical,,-1%,CO,10+ years,0
1000,2009-04-16,opportunity loan,508,1.26%,MD,1 year,0
25000,2009-04-16,STUDENT LOAN,,-1%,FL,< 1 year,0
1000,2009-04-16,need,451,0%,IL,2 years,0
20000,2009-04-16,Debt Consolidation loan,505,64.11%,CA,8 years,0
3000,2009-04-16,my first car,530,125.60%,IL,2 years,0
2500,2009-04-16,school loan,,-1%,VA,4 years,0
5000,2009-04-16,Loan  for  collage  ,0,0%,SC ,10+ years,0
5000,2009-04-16,School Loan,455,0.59%,AZ,< 1 year,0
10000,2009-04-16,education,479,1.75%,MN,< 1 year,0
8000,2009-04-16,Regina's Future,,-1%,KS,1 year,0
6000,2009-04-16,i need this loan,627,8.72%,CA,< 1 year,0
6000,2009-04-16,Burned Cosigner,529,0%,GA,5 years,0
8500,2009-04-16,Aqcuiring a loan to help pay for tuition,613,4.50%,IL,< 1 year,0
20000,2009-04-16,SOLAR INSTALL,706,8.49%,FL,< 1 year,0
20000,2009-04-16,student loan,,-1%,KY,< 1 year,0
5000,2009-04-16,Richard Mitton,455,43.47%,CA,8 years,0
2500,2009-04-16,Pay My apartment,494,18.40%,NV,< 1 year,0
10000,2009-04-16,college funding,,-1%,OH,< 1 year,0
10000,2009-04-16,Personal,581,0%,IL,7 years,0
25000,2009-04-16,Business expansion,568,19.26%,CA ,9 years,0
15000,2009-04-16, ,632,19.82%,TX,6 years,0
5000,2009-04-16,Computer and software for school,461,29.88%,TX,< 1 year,0
17000,2009-04-16, ,645,25.19%,CA,3 years,0
3000,2009-04-16,School loan for books and apartment,682,144.80%,OH,< 1 year,0
3900,2009-04-16,surcharges Tax,478,4.04%,GA,9 years,0
18000,2009-04-16,Education,751,12.46%,CA,10+ years,0
25000,2009-04-16,Need One Year's Tuition,637,38.30%,VA,< 1 year,0
2000,2009-04-16,other,490,0%,WV,< 1 year,0
3000,2009-04-16,Needs to see her kids,0,5.07%,CA,3 years,0
20000,2009-04-16,Credit card and Loan consolidation,622,29.43%,CO,7 years,0
15000,2009-04-16,schooling,0,0%,WI,< 1 year,0
14000,2009-04-16,Car,454,1.50%,CA,< 1 year,0
24000,2009-04-16, ,665,26.88%,TX,< 1 year,0
10000,2009-04-16, ,713,32.55%,OK,2 years,0
15000,2009-04-16,The Bliss Family,467,0.63%,CA,3 years,0
2000,2009-04-16,Struggling Student,607,0%,FL,< 1 year,0
10000,2009-04-16, ,819,1.60%,CA,< 1 year,0
1300,2009-04-16,In Desperate Need Of Help!,487,12.15%,TX,< 1 year,0
15000,2009-04-16,Seeking Additional Capital for Business,724,18.72%,FL,1 year,0
5000,2009-04-16,School Loan,0,0%,FL,< 1 year,0
10000,2009-04-16,Rehabbing homes,698,53.35%,NH,9 years,0
8000,2009-04-16,BRIDGE FINANCING,506,18.55%,OR,7 years,0
5000,2009-04-16,for school,,-1%,TX,< 1 year,0
3300,2009-04-16,college,,-1%,IL,< 1 year,0
10000,2009-04-16,Multiple Debt Help,542,126%,OR,5 years,0
8000,2009-04-16, ,729,0%,MN,5 years,0
3000,2009-04-16,Wife's Dental work and some car repairs,652,1.03%,GA,3 years,0
4500,2009-04-16,Single father needs minivan,493,0%,PA,2 years,0
20000,2009-04-16, ,,99999%,TX,2 years,0
5000,2009-04-16,Student loan for law student,568,45.40%,GA,1 year,0
20000,2009-04-16,Despite obstacles,546,20.62%,AL,< 1 year,0
16000,2009-04-16,yvonne Hattie jemison,451,0%,IL,< 1 year,0
18000,2009-04-16,School expenses,,-1%,AL,< 1 year,0
3000,2009-04-16,Landscaping Project,658,22.13%,MS,2 years,0
3000,2009-04-16, TX Peace Officer License Course,704,12.48%,TX,7 years,0
15000,2009-04-16,Debt consolidation,720,38.12%,SC,8 years,0
5000,2009-04-16,need car,478,0%,CA,5 years,0
20000,2009-04-16,Student Loan No Cosigner,660,0%,MA,< 1 year,0
3000,2009-04-16,Housing Loan,588,15.30%,PA,1 year,0
3500,2009-04-16,IMPROVING MY CREDIT,,-1%,FL,1 year,0
1800,2009-04-16,My Scooter Loan,0,0%,TX,2 years,0
20000,2009-04-16,education loan ,432,14.83%,FL,3 years,0
10000,2009-04-16, ,728,12.24%,CA ,9 years,0
8500,2009-04-16,School Loan,621,0%,MD,< 1 year,0
2000,2009-04-16,Lynn ,642,4.62%,GA,10+ years,0
1500,2009-04-16,Raft,633,3.98%,AK,4 years,0
20000,2009-04-16,School,566,0.60%,AR,1 year,0
2500,2009-04-16,Please help us move,,-1%,WA,5 years,0
4000,2009-04-16,Home improvement,504,0%,GA,2 years,0
25000,2009-04-16,refi09,,-1%,MD,10+ years,0
9900,2009-04-16,CAR FINANCING NEEDED,721,10.57%,CA ,2 years,0
17400,2009-04-16, ,686,26.29%,UT,4 years,0
2000,2009-04-16,persnole,530,264.80%,MA,< 1 year,0
23000,2009-04-16, ,655,39.82%,MI,1 year,0
1000,2009-04-16,school,0,0%,GA,2 years,0
10000,2009-04-16,please help,597,4%,TX,1 year,0
2000,2009-04-16, ,,99999%,CA,10+ years,0
18000,2009-04-16, ,722,59.35%,MN,5 years,0
5000,2009-04-16,hannahs college,,-1%,TX,10+ years,0
10000,2009-04-16,Continue My Education,0,21.60%,CA,< 1 year,0
2500,2009-04-16,trying to more forward with my education,,-1%,IL,1 year,0
3700,2009-04-16,8202 PROPERTY TAXES DUE,650,18.13%,MD,10+ years,0
14000,2009-04-16, ,747,9.97%,IL,10+ years,0
7500,2009-04-16, ,693,0.28%,CA,1 year,0
20000,2009-04-16,Bills,702,22.50%,HI,10+ years,0
2700,2009-04-16,Nursing School loan balance,531,26.04%,IL,2 years,0
15000,2009-04-16, ,710,15.91%,MA,1 year,0
2500,2009-04-16,To Go To Colleg.,481,0%,LA,< 1 year,0
20000,2009-04-16,County College of Morris,,-1%,NJ,< 1 year,0
5000,2009-04-16, ,,99999%,TX,10+ years,0
3000,2009-04-16,School Loan,493,21.52%,GA,< 1 year,0
1000,2009-04-16,personal,615,40.69%,IL,2 years,0
4000,2009-04-16,personal,0,0%,FL,5 years,0
2600,2009-04-16,Student Loan,537,0%,VA,5 years,0
4000,2009-04-16,Consolidate Debts/Create Emergency Fund,628,23.32%,MS,4 years,0
5000,2009-04-16,education,,-1%,KS,< 1 year,0
8000,2009-04-16,Personal Loan,481,0%,FL,1 year,0
4000,2009-04-16,Please help me!,480,0%,MA,< 1 year,0
22000,2009-04-16, ,774,28.48%,MS,3 years,0
14000,2009-04-16, ,771,0.28%,CA,< 1 year,0
3000,2009-04-16,Medical Expenses for 2-year-old son,656,23.64%,LA,5 years,0
25000,2009-04-16,To Become a Business Owner...,562,30.51%,CO,1 year,0
2000,2009-04-16,Student Loan,693,34%,IL,7 years,0
11500,2009-04-16, ,605,25.84%,IL,2 years,0
2300,2009-04-16,Future LVN,453,0%,TX,< 1 year,0
25000,2009-04-16,MBA,634,16.23%,CT,2 years,0
25000,2009-04-16,Education,,-1%,AL,< 1 year,0
2000,2009-04-16,Aspiring Project Mgr needs certification,489,0%,CA,3 years,0
15000,2009-04-16,Personal Loan,655,39.82%,MI,1 year,0
4000,2009-04-16,School,,-1%,OK,< 1 year,0
15000,2009-04-16,Loan for my MBA.,606,18.06%,NY,5 years,0
15000,2009-04-16, ,622,13%,MD,2 years,0
10000,2009-04-16,going back to school,,-1%,GA,1 year,0
15000,2009-04-16,College Education,,-1%,KY,< 1 year,0
3700,2009-04-16,PROPERTY TAXES,555,20.73%,MD,10+ years,0
25000,2009-04-16,student loan,0,0%,CA,< 1 year,0
3000,2009-04-16,I am trying to finish School,,-1%,GA,< 1 year,0
3000,2009-04-16,school loan,524,711.19%,MD,< 1 year,0
12500,2009-04-16,"ref/consol high interest cc, elimint ccs",656,5.86%,CA,4 years,0
1000,2009-04-16,I make a way,,-1%,GA,< 1 year,0
4500,2009-04-16,Debt Consolidation,771,11.94%,CO,< 1 year,0
14000,2009-04-16, ,781,33.77%,AL,10+ years,0
5000,2009-04-16, ,680,23.95%,TX,2 years,0
15000,2009-04-16,Credit Card Debt Consolidation,701,28.20%,CO,1 year,0
3000,2009-04-16,education,470,15.60%,IL,< 1 year,0
5000,2009-04-16,Education loan,680,49.30%,CA,< 1 year,0
10000,2009-04-16, ,645,10.26%,CA ,4 years,0
20000,2009-04-16,Student Loan,553,5.81%,OR,< 1 year,0
25000,2009-04-16,Building Big Businesses,,-1%,DC,< 1 year,0
5000,2009-04-16,gcc loan,671,4.42%,NY,< 1 year,0
25000,2009-04-16,Debt Consolidation,,-1%,OR,< 1 year,0
9900,2009-04-16,home down payment,648,2.22%,CA,4 years,0
10000,2009-04-16,Student Loan,,-1%,TX,2 years,0
2500,2009-04-16,Need a backup vehicle to get to work,0,0%,FL,1 year,0
5000,2009-04-16,School,720,29.80%,OH,2 years,0
15000,2009-04-16,Real Estate Loan,687,7.89%,OH,4 years,0
12500,2009-04-16,Attorney seeks personal loan,734,21.46%,NJ,3 years,0
18000,2009-04-16,consolidate debt,718,14.53%,NY,1 year,0
10000,2009-04-16,Fed Up just wanna catch up now!!!!,487,134.44%,CA,4 years,0
25000,2009-04-16,dorothy d.foxworth,,-1%,AL,< 1 year,0
